,defense,denoise succ.,FID
0,defense_label_t=1,45.65,9.055260903494698
1,defense_label_t=2,46.26,8.889691320146833
2,defense_label_t=5,51.20,8.73647930417742
3,defense_label_t=10,48.45,11.207871076038906
4,defense_label_t=20,44.33,19.74071373258318
5,defense_label_t=30,40.76,28.002387139456612
6,defense_label_t=40,36.49,35.38756268092564
7,defense_label_t=100,24.94,62.21217391967773
